split,anchor_user_id,negative_user_id,anchor_sample_id,positive_sample_id,negative_sample_id,positive_distance,negative_distance,strategy,effective_strategy,margin,distance
train,s002,s031,s002_s01_r40,s002_s04_r41,s031_s05_r29,0.42147016525268555,0.06706023216247559,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s037,s002_s04_r41,s002_s05_r36,s037_s05_r08,0.22765052318572998,0.16383296251296997,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s004,s002_s03_r06,s002_s05_r47,s004_s01_r09,0.1504218578338623,0.17950385808944702,semi_hard,semi_hard,0.1,cosine
train,s002,s047,s002_s01_r20,s002_s02_r45,s047_s04_r45,0.3495790362358093,0.11833000183105469,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s004,s002_s01_r49,s002_s05_r03,s004_s01_r09,0.3791579008102417,0.10825878381729126,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s050,s002_s04_r26,s002_s01_r34,s050_s03_r15,0.3618379831314087,0.08631038665771484,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s032,s002_s02_r35,s002_s02_r09,s032_s01_r37,0.09206938743591309,0.18492841720581055,semi_hard,semi_hard,0.1,cosine
train,s002,s050,s002_s03_r12,s002_s05_r40,s050_s01_r47,0.3577778935432434,0.09686946868896484,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s035,s002_s05_r13,s002_s04_r12,s035_s03_r03,0.4700368046760559,0.10530614852905273,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s018,s002_s01_r25,s002_s02_r30,s018_s01_r39,0.4355453848838806,0.08399438858032227,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s035,s002_s05_r13,s002_s03_r12,s035_s03_r03,0.3312501907348633,0.10530614852905273,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s050,s002_s05_r15,s002_s02_r50,s050_s04_r28,0.2893174886703491,0.1327834129333496,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s050,s002_s02_r24,s002_s02_r12,s050_s04_r23,0.30002540349960327,0.09750312566757202,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s037,s002_s04_r13,s002_s01_r36,s037_s03_r44,0.23148798942565918,0.11536282300949097,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s029,s002_s05_r07,s002_s02_r01,s029_s01_r01,0.5825437903404236,0.07320457696914673,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s034,s002_s05_r04,s002_s05_r02,s034_s02_r11,0.14718055725097656,0.1925634741783142,semi_hard,semi_hard,0.1,cosine
train,s002,s037,s002_s04_r31,s002_s03_r21,s037_s03_r44,0.22764945030212402,0.07205837965011597,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s037,s002_s03_r43,s002_s04_r50,s037_s03_r47,0.194000244140625,0.20283150672912598,semi_hard,semi_hard,0.1,cosine
train,s002,s050,s002_s03_r46,s002_s03_r29,s050_s01_r05,0.20717251300811768,0.07836419343948364,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s031,s002_s02_r13,s002_s01_r36,s031_s03_r42,0.19455504417419434,0.08487510681152344,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s018,s002_s03_r13,s002_s04_r22,s018_s01_r27,0.25569427013397217,0.11371791362762451,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s050,s002_s03_r21,s002_s05_r19,s050_s03_r45,0.32258617877960205,0.11574769020080566,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s018,s002_s01_r21,s002_s04_r46,s018_s01_r39,0.2875990867614746,0.08044087886810303,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s034,s002_s04_r12,s002_s03_r45,s034_s02_r49,0.32618069648742676,0.07772648334503174,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s031,s002_s01_r24,s002_s03_r44,s031_s03_r43,0.17343497276306152,0.07687872648239136,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s034,s002_s04_r05,s002_s02_r28,s034_s02_r49,0.26057523488998413,0.09055405855178833,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s050,s002_s02_r39,s002_s03_r12,s050_s05_r39,0.11754578351974487,0.15775543451309204,semi_hard,semi_hard,0.1,cosine
train,s002,s050,s002_s02_r21,s002_s03_r05,s050_s01_r49,0.07423436641693115,0.12976187467575073,semi_hard,semi_hard,0.1,cosine
train,s002,s004,s002_s01_r09,s002_s02_r10,s004_s02_r36,0.2964690923690796,0.06365489959716797,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s034,s002_s05_r20,s002_s01_r15,s034_s04_r31,0.3022880554199219,0.13861548900604248,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s048,s002_s02_r26,s002_s05_r35,s048_s01_r34,0.4823971390724182,0.09787601232528687,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s050,s002_s04_r19,s002_s01_r33,s050_s05_r39,0.18393969535827637,0.0787736177444458,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s050,s002_s03_r29,s002_s05_r01,s050_s03_r15,0.2169039249420166,0.08839517831802368,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s050,s002_s03_r05,s002_s04_r20,s050_s02_r40,0.1963450312614441,0.049078524112701416,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s035,s002_s05_r09,s002_s03_r07,s035_s04_r50,0.19467580318450928,0.20184075832366943,semi_hard,semi_hard,0.1,cosine
train,s002,s004,s002_s01_r06,s002_s02_r36,s004_s02_r36,0.38054943084716797,0.15059363842010498,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s031,s002_s01_r23,s002_s04_r48,s031_s04_r28,0.37223976850509644,0.0858500599861145,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s037,s002_s04_r28,s002_s03_r19,s037_s03_r15,0.294808566570282,0.07675182819366455,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s050,s002_s01_r42,s002_s05_r31,s050_s03_r15,0.24114477634429932,0.09555649757385254,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s004,s002_s01_r39,s002_s05_r40,s004_s01_r09,0.3215900659561157,0.09047549962997437,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s050,s002_s03_r27,s002_s04_r28,s050_s05_r39,0.3139868378639221,0.10444790124893188,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s048,s002_s02_r48,s002_s01_r43,s048_s03_r32,0.317476749420166,0.13610875606536865,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s025,s002_s02_r27,s002_s04_r26,s025_s03_r01,0.14742183685302734,0.15557819604873657,semi_hard,semi_hard,0.1,cosine
train,s002,s035,s002_s05_r46,s002_s02_r43,s035_s01_r13,0.19263684749603271,0.19623738527297974,semi_hard,semi_hard,0.1,cosine
train,s002,s031,s002_s01_r31,s002_s02_r37,s031_s05_r04,0.3682634234428406,0.04618960618972778,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s039,s002_s05_r33,s002_s02_r44,s039_s01_r15,0.17365610599517822,0.11206763982772827,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s037,s002_s03_r18,s002_s04_r29,s037_s03_r43,0.14867758750915527,0.20709460973739624,semi_hard,semi_hard,0.1,cosine
train,s002,s047,s002_s05_r48,s002_s02_r18,s047_s05_r45,0.21092283725738525,0.21761882305145264,semi_hard,semi_hard,0.1,cosine
train,s002,s032,s002_s05_r02,s002_s04_r33,s032_s01_r47,0.3793277144432068,0.1310620903968811,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s004,s002_s02_r20,s002_s04_r38,s004_s01_r09,0.20377576351165771,0.10801583528518677,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s018,s002_s01_r25,s002_s03_r15,s018_s01_r39,0.3238234519958496,0.08399438858032227,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s004,s002_s01_r33,s002_s03_r17,s004_s01_r09,0.2854466438293457,0.06566691398620605,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s039,s002_s04_r35,s002_s02_r02,s039_s02_r14,0.4051283001899719,0.13092690706253052,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s029,s002_s05_r07,s002_s03_r49,s029_s01_r01,0.2502022385597229,0.07320457696914673,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s004,s002_s01_r46,s002_s03_r19,s004_s01_r16,0.1502794623374939,0.04634511470794678,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s032,s002_s04_r45,s002_s01_r05,s032_s01_r37,0.23114633560180664,0.10333061218261719,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s037,s002_s04_r20,s002_s04_r34,s037_s03_r37,0.18860113620758057,0.1104731559753418,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s037,s002_s04_r11,s002_s02_r29,s037_s03_r09,0.20322012901306152,0.09181535243988037,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s032,s002_s03_r49,s002_s01_r25,s032_s06_r04,0.3052417039871216,0.1009567379951477,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s037,s002_s04_r11,s002_s01_r22,s037_s03_r09,0.21259653568267822,0.09181535243988037,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s032,s002_s05_r02,s002_s03_r07,s032_s01_r47,0.2670062184333801,0.1310620903968811,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s050,s002_s03_r27,s002_s01_r46,s050_s05_r39,0.2172316312789917,0.10444790124893188,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s037,s002_s04_r20,s002_s02_r35,s037_s03_r37,0.1613074541091919,0.1104731559753418,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s018,s002_s01_r27,s002_s04_r23,s018_s01_r39,0.2670324444770813,0.13309603929519653,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s034,s002_s05_r04,s002_s03_r50,s034_s01_r19,0.34878456592559814,0.12107354402542114,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s037,s002_s02_r27,s002_s05_r37,s037_s03_r37,0.15091776847839355,0.15733712911605835,semi_hard,semi_hard,0.1,cosine
train,s002,s037,s002_s03_r14,s002_s02_r39,s037_s03_r09,0.103457510471344,0.16681450605392456,semi_hard,semi_hard,0.1,cosine
train,s002,s004,s002_s01_r06,s002_s02_r26,s004_s02_r36,0.33447158336639404,0.15059363842010498,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s032,s002_s03_r08,s002_s05_r45,s032_s03_r22,0.215420663356781,0.09679192304611206,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s031,s002_s05_r01,s002_s03_r20,s031_s06_r02,0.4495964050292969,0.10133624076843262,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s050,s002_s02_r21,s002_s01_r22,s050_s01_r42,0.09735459089279175,0.12673181295394897,semi_hard,semi_hard,0.1,cosine
train,s002,s050,s002_s03_r26,s002_s03_r13,s050_s03_r15,0.325573205947876,0.1108132004737854,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s032,s002_s01_r42,s002_s03_r47,s032_s05_r11,0.1160738468170166,0.17660140991210938,semi_hard,semi_hard,0.1,cosine
train,s002,s032,s002_s05_r06,s002_s02_r19,s032_s01_r47,0.4165685176849365,0.1247415542602539,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s050,s002_s02_r35,s002_s03_r40,s050_s02_r33,0.11641198396682739,0.19716930389404297,semi_hard,semi_hard,0.1,cosine
train,s002,s032,s002_s02_r23,s002_s03_r12,s032_s02_r12,0.11204344034194946,0.15182852745056152,semi_hard,semi_hard,0.1,cosine
train,s002,s029,s002_s05_r11,s002_s01_r03,s029_s01_r01,0.3120425343513489,0.1191946268081665,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s031,s002_s01_r36,s002_s03_r39,s031_s05_r30,0.20336592197418213,0.06677490472793579,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s025,s002_s02_r31,s002_s03_r42,s025_s04_r03,0.16103041172027588,0.1938709020614624,semi_hard,semi_hard,0.1,cosine
train,s002,s031,s002_s01_r31,s002_s04_r22,s031_s05_r04,0.4393084645271301,0.04618960618972778,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s031,s002_s02_r13,s002_s04_r19,s031_s03_r42,0.21384155750274658,0.08487510681152344,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s002,s032,s002_s04_r36,s002_s05_r41,s032_s01_r37,0.1044008731842041,0.15155071020126343,semi_hard,semi_hard,0.1,cosine
train,s002,s031,s002_s01_r28,s002_s04_r08,s031_s03_r49,0.4690481424331665,0.10839998722076416,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s004,s003_s02_r09,s003_s05_r49,s004_s05_r50,0.6810622215270996,0.08407825231552124,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s030,s003_s01_r10,s003_s01_r37,s030_s02_r50,0.43065357208251953,0.11586916446685791,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s012,s003_s02_r45,s003_s03_r40,s012_s05_r27,0.2167515754699707,0.05200076103210449,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s004,s003_s05_r12,s003_s03_r18,s004_s05_r19,0.14070183038711548,0.07054340839385986,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s011,s003_s02_r32,s003_s05_r46,s011_s05_r27,0.21668672561645508,0.09390556812286377,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s030,s003_s04_r13,s003_s05_r43,s030_s02_r40,0.11645996570587158,0.166323721408844,semi_hard,semi_hard,0.1,cosine
train,s003,s041,s003_s05_r32,s003_s03_r32,s041_s05_r03,0.2755492925643921,0.104403555393219,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s012,s003_s05_r40,s003_s06_r03,s012_s04_r11,0.18375146389007568,0.1882859468460083,semi_hard,semi_hard,0.1,cosine
train,s003,s033,s003_s01_r12,s003_s03_r36,s033_s03_r11,0.30050861835479736,0.07485288381576538,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s032,s003_s03_r11,s003_s05_r49,s032_s05_r30,0.379638671875,0.11718118190765381,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s041,s003_s05_r29,s003_s01_r39,s041_s04_r07,0.12957477569580078,0.16380512714385986,semi_hard,semi_hard,0.1,cosine
train,s003,s041,s003_s05_r29,s003_s05_r16,s041_s04_r07,0.06683659553527832,0.16380512714385986,semi_hard,semi_hard,0.1,cosine
train,s003,s041,s003_s03_r33,s003_s01_r30,s041_s03_r42,0.09770560264587402,0.13138580322265625,semi_hard,semi_hard,0.1,cosine
train,s003,s012,s003_s04_r48,s003_s01_r06,s012_s05_r11,0.1949232816696167,0.12316203117370605,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s027,s003_s03_r06,s003_s04_r19,s027_s05_r11,0.24648123979568481,0.11521708965301514,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s012,s003_s05_r27,s003_s01_r25,s012_s04_r36,0.2235901951789856,0.05563521385192871,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s012,s003_s02_r48,s003_s04_r41,s012_s05_r11,0.05240708589553833,0.09170776605606079,semi_hard,semi_hard,0.1,cosine
train,s003,s012,s003_s05_r43,s003_s05_r39,s012_s05_r11,0.08707433938980103,0.08784431219100952,semi_hard,semi_hard,0.1,cosine
train,s003,s041,s003_s01_r32,s003_s01_r18,s041_s05_r03,0.1675574779510498,0.06745010614395142,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s012,s003_s05_r28,s003_s01_r40,s012_s04_r14,0.14218413829803467,0.0806037187576294,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s012,s003_s01_r46,s003_s02_r45,s012_s01_r12,0.11890161037445068,0.15448510646820068,semi_hard,semi_hard,0.1,cosine
train,s003,s033,s003_s01_r12,s003_s05_r24,s033_s03_r11,0.20868277549743652,0.07485288381576538,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s030,s003_s02_r22,s003_s02_r30,s030_s04_r40,0.07409477233886719,0.1429724097251892,semi_hard,semi_hard,0.1,cosine
train,s003,s040,s003_s05_r49,s003_s02_r32,s040_s03_r42,0.26317286491394043,0.11653017997741699,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s004,s003_s03_r12,s003_s03_r28,s004_s05_r21,0.03247588872909546,0.13073939085006714,semi_hard,semi_hard,0.1,cosine
train,s003,s041,s003_s01_r45,s003_s01_r04,s041_s05_r03,0.20793920755386353,0.06520909070968628,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s041,s003_s01_r34,s003_s02_r22,s041_s05_r38,0.19258588552474976,0.087227463722229,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s012,s003_s05_r49,s003_s04_r23,s012_s03_r46,0.14190804958343506,0.1471853256225586,semi_hard,semi_hard,0.1,cosine
train,s003,s004,s003_s03_r30,s003_s05_r38,s004_s03_r37,0.3363751173019409,0.1193392276763916,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s012,s003_s03_r49,s003_s04_r46,s012_s01_r15,0.07847404479980469,0.1308882236480713,semi_hard,semi_hard,0.1,cosine
train,s003,s012,s003_s05_r06,s003_s05_r21,s012_s01_r15,0.10254776477813721,0.16821688413619995,semi_hard,semi_hard,0.1,cosine
train,s003,s011,s003_s01_r22,s003_s04_r40,s011_s02_r08,0.3090834617614746,0.13038897514343262,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s004,s003_s03_r12,s003_s01_r34,s004_s05_r19,0.22075140476226807,0.08512645959854126,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s020,s003_s05_r38,s003_s03_r45,s020_s04_r30,0.4626185894012451,0.13885265588760376,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s012,s003_s05_r50,s003_s03_r02,s012_s04_r38,0.3332551121711731,0.07195889949798584,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s012,s003_s01_r34,s003_s03_r26,s012_s05_r03,0.12884628772735596,0.13022547960281372,semi_hard,semi_hard,0.1,cosine
train,s003,s012,s003_s04_r20,s003_s02_r31,s012_s01_r30,0.06482177972793579,0.1405104398727417,semi_hard,semi_hard,0.1,cosine
train,s003,s012,s003_s02_r24,s003_s05_r46,s012_s01_r30,0.3376953601837158,0.12016880512237549,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s012,s003_s03_r28,s003_s01_r07,s012_s05_r11,0.34987950325012207,0.08577561378479004,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s012,s003_s03_r42,s003_s01_r38,s012_s01_r41,0.2116330862045288,0.11843228340148926,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s012,s003_s05_r15,s003_s01_r28,s012_s01_r33,0.10400843620300293,0.12942570447921753,semi_hard,semi_hard,0.1,cosine
train,s003,s012,s003_s03_r08,s003_s04_r41,s012_s01_r37,0.16144680976867676,0.19237488508224487,semi_hard,semi_hard,0.1,cosine
train,s003,s011,s003_s04_r03,s003_s01_r43,s011_s01_r22,0.08362096548080444,0.14413422346115112,semi_hard,semi_hard,0.1,cosine
train,s003,s004,s003_s05_r06,s003_s04_r39,s004_s03_r48,0.23691821098327637,0.12256473302841187,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s012,s003_s03_r20,s003_s04_r13,s012_s01_r12,0.08232307434082031,0.14500784873962402,semi_hard,semi_hard,0.1,cosine
train,s003,s012,s003_s04_r20,s003_s01_r05,s012_s05_r11,0.26087844371795654,0.08992147445678711,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s012,s003_s05_r13,s003_s02_r24,s012_s02_r18,0.2823209762573242,0.11725610494613647,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s030,s003_s03_r19,s003_s05_r04,s030_s02_r45,0.14071017503738403,0.16592764854431152,semi_hard,semi_hard,0.1,cosine
train,s003,s004,s003_s03_r36,s003_s04_r46,s004_s05_r19,0.2331634759902954,0.045916616916656494,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s020,s003_s05_r38,s003_s05_r23,s020_s04_r30,0.26047104597091675,0.13885265588760376,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s040,s003_s02_r25,s003_s04_r04,s040_s01_r38,0.20071911811828613,0.11256736516952515,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s020,s003_s01_r31,s003_s02_r46,s020_s02_r04,0.3581981658935547,0.13397669792175293,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s007,s003_s03_r09,s003_s01_r30,s007_s05_r49,0.079978346824646,0.16874009370803833,semi_hard,semi_hard,0.1,cosine
train,s003,s030,s003_s02_r21,s003_s05_r22,s030_s05_r27,0.2350682020187378,0.09706652164459229,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s030,s003_s02_r14,s003_s03_r36,s030_s02_r19,0.21109580993652344,0.08656346797943115,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s032,s003_s02_r11,s003_s06_r05,s032_s01_r08,0.3566797971725464,0.09081315994262695,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s012,s003_s05_r15,s003_s05_r10,s012_s01_r39,0.22588908672332764,0.11055546998977661,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s012,s003_s05_r26,s003_s01_r27,s012_s04_r47,0.09152483940124512,0.10379469394683838,semi_hard,semi_hard,0.1,cosine
train,s003,s012,s003_s02_r42,s003_s04_r02,s012_s05_r11,0.26770830154418945,0.08143669366836548,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s004,s003_s05_r12,s003_s01_r50,s004_s05_r19,0.49011993408203125,0.07054340839385986,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s012,s003_s05_r37,s003_s02_r30,s012_s05_r11,0.13671600818634033,0.161557137966156,semi_hard,semi_hard,0.1,cosine
train,s003,s041,s003_s04_r04,s003_s05_r35,s041_s05_r03,0.18562918901443481,0.07435804605484009,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s008,s003_s01_r40,s003_s02_r23,s008_s02_r17,0.3861730694770813,0.13938379287719727,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s031,s003_s03_r17,s003_s01_r40,s031_s04_r41,0.43805932998657227,0.18421721458435059,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s030,s003_s03_r38,s003_s01_r06,s030_s02_r40,0.1720900535583496,0.1745637059211731,semi_hard,semi_hard,0.1,cosine
train,s003,s040,s003_s01_r50,s003_s01_r45,s040_s03_r28,0.3052777051925659,0.08864724636077881,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s041,s003_s01_r14,s003_s03_r10,s041_s05_r03,0.1819676160812378,0.0738103985786438,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s004,s003_s03_r32,s003_s04_r25,s004_s05_r19,0.1390446424484253,0.06682342290878296,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s012,s003_s05_r13,s003_s03_r01,s012_s02_r18,0.21357345581054688,0.11725610494613647,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s041,s003_s06_r02,s003_s03_r30,s041_s05_r12,0.23795366287231445,0.0629625916481018,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s012,s003_s05_r24,s003_s05_r03,s012_s05_r11,0.25780653953552246,0.12668049335479736,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s033,s003_s01_r12,s003_s03_r37,s033_s03_r11,0.18267089128494263,0.07485288381576538,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s012,s003_s05_r28,s003_s01_r47,s012_s05_r29,0.10232329368591309,0.10499387979507446,semi_hard,semi_hard,0.1,cosine
train,s003,s030,s003_s02_r14,s003_s04_r15,s030_s02_r19,0.2577946186065674,0.08656346797943115,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s012,s003_s03_r07,s003_s05_r42,s012_s05_r11,0.3121119737625122,0.10179805755615234,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s030,s003_s01_r02,s003_s01_r13,s030_s02_r36,0.32211315631866455,0.07358795404434204,semi_hard,semi_hard_fallback_hard,0.1,cosine
train,s003,s012,s003_s05_r37,s003_s03_r35,s012_s03_r03,0.2931859493255615,0.10803043842315674,semi_hard,semi_hard_fallback_hard,0.1,cosine
